Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location,leader_Vehicle_ID,leader_Frame_ID,leader_Total_Frames,leader_Global_Time,leader_Local_X,leader_Local_Y,leader_Global_X,leader_Global_Y,leader_v_length,leader_v_Width,leader_v_Class,leader_v_Vel,leader_v_Acc,leader_Lane_ID,leader_O_Zone,leader_D_Zone,leader_Int_ID,leader_Section_ID,leader_Direction,leader_Movement,leader_Preceding,leader_Following,leader_Space_Headway,leader_Time_Headway,leader_Location,Speed_difference,ln Y ,,ln ( X ) 
2201,8030,739,1.11885E+12,15.868,130.731,6451174.895,1873304.393,15.5,6.4,2,14.51,-4.46,2,,,,,,,2192,2211,72.25,4.98,us-101,2192,8686,750,1.11885E+12,19.576,2115.246,6452654.477,1871978.939,12.5,7,2,26.3,5.36,2,,,,,,,2186,2201,48.63,1.85,us-101,-11.79,1.190611798,,1.858837851
1292,6984,1260,1.11885E+12,17.998,1802.571,6452420.329,1872178.751,14.5,6.4,2,24.49,-0.17,2,,,,,,,1285,1297,73.03,2.98,us-101,1285,6527,1218,1.11885E+12,17.238,1058.932,6451860.93,1872668.906,14,6.9,2,27.91,4.28,2,,,,,,,1278,1292,85.51,3.06,us-101,-3.42,1.406369835,,1.863501301
1431,6883,886,1.11885E+12,18.486,401.807,6451368.527,1873104.756,15,5.9,2,27.83,0,2,,,,,,,1421,1436,50.85,1.83,us-101,1421,7552,880,1.11885E+12,18.532,1911.055,6452501.82,1872107.31,14.5,5.9,2,38.24,4.13,2,,,,,,,1422,1431,137.89,3.61,us-101,-10.41,1.459844642,,1.706290957
2074,6301,608,1.11885E+12,20.033,1567.701,6452268.378,1872309.072,14,6.4,2,47.94,-1.33,2,,,,,,,2065,2085,62.35,1.3,us-101,2065,6249,606,1.11885E+12,20.069,1384.859,6452130.81,1872429.55,16,5.9,2,45,0,2,,,,,,,2057,2074,81.6,1.81,us-101,2.94,1.689663965,,1.794836458
883,4783,779,1.11885E+12,19.183,2012.195,6452578.774,1872040.932,15.5,7.4,2,23.47,-3.92,2,,,,,,,877,886,34.52,1.47,us-101,877,4711,771,1.11885E+12,18.851,1848.859,6452454.704,1872147.941,15,6.9,2,35.39,4.48,2,,,,,,,873,883,44.47,1.26,us-101,-11.92,1.388633969,,1.538070787
2042,7717,1018,1.11885E+12,19.517,573.877,6451490.934,1872991.369,17,7.4,2,19.99,0,2,,,,,,,2031,2054,64.6,3.23,us-101,2031,7391,981,1.11885E+12,16.932,344.006,6451323.517,1873149.888,15.5,6.4,2,15.46,-8.93,2,,,,,,,2025,2042,57.18,3.7,us-101,4.53,1.322012439,,1.810232518
1992,5697,581,1.11885E+12,16.606,109.124,6451187.23,1873290,10,5.5,2,34.97,0.14,2,,,,,,,1985,1998,44.56,1.27,us-101,1985,5896,580,1.11885E+12,16.579,807.463,6451698.17,1872812.09,11,7,2,30.02,0.74,2,,,,,,,1980,1992,51.84,1.73,us-101,4.95,1.555940438,,1.648945182
423,2303,940,1.11885E+12,18.611,556.932,6451482.986,1872999.693,17,6.9,2,0,0,2,,,,,,,417,427,33.25,9999.99,us-101,417,1874,879,1.11885E+12,17.615,108.75,6451162.587,1873315.479,17,6.9,2,15.04,-0.29,2,,,,,,,410,423,51.99,3.46,us-101,-15.04,0,,1.52179165
1405,4042,555,1.11885E+12,17.488,743.474,6451649.514,1872853.631,15.5,6.4,2,34.46,6.27,2,,,,,,,1399,1417,79.64,2.31,us-101,1399,3841,529,1.11885E+12,18.736,323.759,6451336.657,1873134.68,10,5.5,2,35,0,2,,,,,,,1394,1405,59.36,1.7,us-101,-0.54,1.549738731,,1.901131251
2031,7350,981,1.11885E+12,17.724,276.636,6451274.525,1873196.138,15.5,6.4,2,16.11,5.27,2,,,,,,,2025,2042,64.2,3.98,us-101,2025,7798,987,1.11885E+12,17.839,885.09,6451725.387,1872786.469,17,8.5,2,15,0,2,,,,,,,2020,2031,34.5,2.3,us-101,1.11,1.23325001,,1.807535028
472,2153,1092,1.11885E+12,16.812,282.046,6451279.056,1873193.027,11.5,5.5,2,29.54,4,2,,,,,,,468,475,37.59,1.27,us-101,468,2406,1095,1.11885E+12,17.63,899.601,6451736.431,1872777.032,14,6.4,2,29.62,-4.09,2,,,,,,,464,472,65.88,2.22,us-101,-0.08,1.484869033,,1.575072326
1798,8739,788,1.11885E+12,18.479,791.84,6451659.087,1872843.908,15,5.9,2,31.31,-7.89,2,,,,,,,1794,1802,57.11,1.82,us-101,1794,8975,750,1.11885E+12,18.085,1782.469,6452405.075,1872191.749,14.5,5.9,2,34.48,-11.2,2,,,,,,,1789,1798,88.43,2.56,us-101,-3.17,1.509336958,,1.75671216
234,785,461,1.11885E+12,19.375,964.332,6451814.414,1872706.549,12,5.5,2,32.15,0.2,2,,,,,,,227,242,60.82,1.89,us-101,227,766,459,1.11885E+12,20.482,967.188,6451815.84,1872703.842,19,7.9,2,30.14,1.34,2,,,,,,,225,234,55.16,1.83,us-101,2.01,1.520483533,,1.784046416
987,5033,829,1.11885E+12,19.402,1439.602,6452146.324,1872416.935,17.5,7.4,2,25.89,-6.9,2,,,,,,,982,992,56.15,2.17,us-101,982,5064,837,1.11885E+12,18.968,1573.233,6452246.933,1872329.158,14,6.9,2,25.03,0.07,2,,,,,,,957,987,52.93,2.11,us-101,0.86,1.429590802,,1.749349761
1718,6893,1038,1.11885E+12,19.705,1333.816,6452062.141,1872489.851,11.5,5.5,2,8.5,-0.06,2,,,,,,,1712,1725,38.32,4.51,us-101,1712,6782,1040,1.11885E+12,18.817,1334.242,6452063.017,1872490.264,18.5,5.9,2,0,0,2,,,,,,,1704,1718,25.94,9999.99,us-101,8.5,0.977723605,,1.5834255
392,2540,940,1.11885E+12,16.758,1910.355,6452502.433,1872109.13,15,6.4,2,58.18,7.3,2,,,,,,,390,394,68.94,1.18,us-101,390,2338,945,1.11885E+12,18.009,1097.978,6451889.864,1872642.678,17,7.4,2,33.63,10.68,2,,,,,,,386,392,54.97,1.63,us-101,24.55,1.772174961,,1.838471279
2967,8639,754,1.11885E+12,16.459,192.516,6451244.555,1873229.114,15,7.4,2,10,0,2,,,,,,,2954,2978,48.28,4.83,us-101,2954,8692,788,1.11885E+12,16.685,257.913,6451290.706,1873181.943,14.5,6.4,2,0,0,2,,,,,,,2948,2967,19.28,9999.99,us-101,10,1.041392685,,1.683767261
416,1990,932,1.11885E+12,18.62,359.546,6451333.497,1873137.895,15.5,4.9,2,40.08,-1.61,2,,,,,,,412,426,92.65,2.31,us-101,412,2757,919,1.11885E+12,20.52,1992.512,6452558.51,1872056.362,16,6.9,2,26.4,0,2,,,,,,,408,416,44.28,1.68,us-101,13.68,1.613630435,,1.966845424
1645,6611,1042,1.11885E+12,19.188,1467.238,6452163.062,1872402.628,12.5,6,2,20.18,-1.66,2,,,,,,,1637,1654,42.33,2.1,us-101,1637,8247,673,1.11885E+12,19.068,1308.695,6452047.809,1872503.256,14.5,7.4,2,29.98,-0.19,2,,,,,,,1631,1644,88.43,2.95,us-101,-9.8,1.325925956,,1.626648268
1431,7567,886,1.11885E+12,18.2,1898.616,6452492.655,1872115.737,15,5.9,2,34.17,0.15,2,,,,,,,1421,1442,65.62,1.92,us-101,1421,7552,880,1.11885E+12,18.532,1911.055,6452501.82,1872107.31,14.5,5.9,2,38.24,4.13,2,,,,,,,1422,1431,137.89,3.61,us-101,-4.07,1.546172368,,1.817036226
2780,8624,828,1.11885E+12,17.397,1333.368,6452093.719,1872465.366,10,5,2,40,0,2,,,,,,,2768,2792,85.01,2.13,us-101,2768,8414,827,1.11885E+12,16.975,897.784,6451765.726,1872752.135,13,4.9,2,9.47,6.27,2,,,,,,,2761,2780,50.9,5.37,us-101,30.53,1.612783857,,1.929470016
895,4331,642,1.11885E+12,19.435,1385.134,6452101.051,1872456.284,15,7.9,2,40,0,2,,,,,,,883,906,61.96,1.55,us-101,883,4783,779,1.11885E+12,19.183,2012.195,6452578.774,1872040.932,15.5,7.4,2,23.47,-3.92,2,,,,,,,877,886,34.52,1.47,us-101,16.53,1.612783857,,1.792111409
786,2033,438,1.11885E+12,19.171,635.543,6451567.25,1872923.615,16,5.9,2,44.13,5.88,2,,,,,,,771,793,168.69,3.82,us-101,771,1977,420,1.11885E+12,20.858,546.539,6451499.668,1872981.759,10,5,2,43.97,11.2,2,,,,,,,767,786,66.18,1.51,us-101,0.16,1.654465334,,2.227089338
2327,8603,665,1.11885E+12,19.231,743.965,6451618.448,1872878.586,12.5,6,2,42.92,0.79,2,,,,,,,2325,2334,47.44,1.11,us-101,2325,8782,660,1.11885E+12,17.843,1420.112,6452128.492,1872434.517,16,6.4,2,23.64,-10.7,2,,,,,,,2318,2327,46.63,1.97,us-101,19.28,1.642662331,,1.67614468
1611,8070,708,1.11885E+12,17.925,1215.502,6451978.471,1872565.532,13,5.9,2,25,0,2,,,,,,,1606,1613,58.95,2.36,us-101,1606,8158,790,1.11885E+12,18.524,1544.703,6452225.802,1872348.333,16,6.9,2,39.47,6.26,2,,,,,,,1604,1611,87.08,2.21,us-101,-14.47,1.414973348,,1.770483809
184,810,467,1.11885E+12,20.414,1561.706,6452263.619,1872312.693,17,5.4,2,51.83,3.96,2,,,,,,,180,196,107.63,2.08,us-101,180,678,462,1.11885E+12,18.932,1123.462,6451934.717,1872602.382,17.5,5.9,2,32.01,-7.16,2,,,,,,,175,184,39.61,1.24,us-101,19.82,1.722880611,,2.03193334
1221,5379,505,1.11885E+12,20.264,1516.383,6452199.279,1872369.343,13.5,3.9,2,37.55,-9.15,2,,,,,,,1219,1227,50.61,1.35,us-101,1219,3540,495,1.11885E+12,18.987,1024.199,6451859.824,1872667.55,13,5.4,2,35.37,-4.24,2,,,,,,,1215,3108,116.48,3.29,us-101,2.18,1.586024382,,1.704236337
137,988,971,1.11885E+12,17.739,940.547,6451771.251,1872746.257,15.5,6.4,2,29.72,-0.83,2,,,,,,,135,142,48.92,1.65,us-101,135,1102,957,1.11885E+12,19.476,1290.527,6452033.884,1872514.915,15.5,6.9,2,27.2,0.73,2,,,,,,,128,137,82.6,3.04,us-101,2.52,1.487421211,,1.689486448
315,2182,758,1.11885E+12,20.526,2023.052,6452582.17,1872036.43,16.5,6.4,2,6,0,2,,,,,,,308,320,34.56,5.76,us-101,308,1389,963,1.11885E+12,18.422,338.907,6451322.712,1873148.594,14,6.4,2,18.21,11.2,2,,,,,,,300,322,69.45,3.81,us-101,-12.21,0.84509804,,1.538573734
2820,8296,813,1.11885E+12,19.073,790.824,6451684.033,1872821.204,15,6.9,2,1.8,0,2,,,,,,,2792,2828,42.99,23.89,us-101,2792,8599,830,1.11885E+12,19.435,1153.65,6451957.13,1872582.19,12,8,2,34.5,6.75,2,,,,,,,2780,2820,81.11,2.35,us-101,-32.7,0.447158031,,1.633367445
1566,6176,850,1.11885E+12,18.085,881.585,6451722.591,1872788.601,14.5,5.4,2,19.98,0,2,,,,,,,1554,1570,66.23,3.31,us-101,1554,6356,849,1.11885E+12,19.507,1558.738,6452231.56,1872341.961,12,5,2,35,0.02,2,,,,,,,1544,1566,75.88,2.17,us-101,-15.02,1.321805484,,1.821054755
2462,7186,754,1.11885E+12,20.379,642.512,6451571.738,1872918.067,17,7.4,2,30,0,2,,,,,,,2444,2469,56,1.87,us-101,2444,7333,754,1.11885E+12,17.914,1179.259,6451977.362,1872566.518,16.5,6.9,2,35.89,7.02,2,,,,,,,2432,2462,60.54,1.69,us-101,-5.89,1.491361694,,1.748188027
338,2142,797,1.11885E+12,18.818,1313.192,6452051.359,1872500.478,14,5.9,2,34.98,-0.19,2,,,,,,,334,341,76.94,2.2,us-101,334,1834,968,1.11885E+12,19.133,755.776,6451631.548,1872867.215,16.5,6.9,2,25.01,-0.24,2,,,,,,,328,338,95.33,3.81,us-101,9.97,1.556061159,,1.886152182
1297,6599,1199,1.11885E+12,17.6,1131.649,6451915.517,1872620.874,14,6.4,2,31.67,-3.32,2,,,,,,,1292,1299,70.67,2.23,us-101,1292,6215,1260,1.11885E+12,19.63,443.516,6451398.423,1873075.648,14.5,6.4,2,12.4,-0.96,2,,,,,,,1285,1297,40.99,3.31,us-101,19.27,1.514149134,,1.849235091
943,2334,479,1.11885E+12,18.568,457.94,6451435.317,1873043.092,16,8.5,2,39.99,-0.02,2,,,,,,,928,947,105.24,2.63,us-101,928,2554,463,1.11885E+12,17.43,1418.395,6452157.821,1872409.545,14,6.4,2,55.25,0.73,2,,,,,,,918,943,122.1,2.21,us-101,-15.26,1.612677918,,2.022180839
30,474,662,1.11885E+12,19.094,619.075,6451529.013,1872957.882,15,5.4,2,33.04,-0.11,2,,,,,,,27,43,56.2,1.7,us-101,27,843,684,1.11885E+12,19.744,2023.119,6452586.976,1872033.521,15,5.9,2,36.37,10.6,2,,,,,,,22,60,59.29,1.63,us-101,-3.33,1.531989551,,1.749736316
1422,7507,890,1.11885E+12,18.027,1885.379,6452482.788,1872124.563,14,5.4,2,39.97,-0.24,2,,,,,,,1405,1421,66.1,1.65,us-101,1405,7286,904,1.11885E+12,18.912,1171.448,6451944.678,1872593.73,15.5,6.9,2,25,0,2,,,,,,,1400,1422,39.59,1.58,us-101,14.97,1.612465964,,1.820201459
1934,5808,584,1.11885E+12,16.129,995.659,6451840.183,1872688.449,13.5,5.9,2,25.3,-1.3,2,,,,,,,1930,1942,73.35,2.9,us-101,1930,5977,575,1.11885E+12,15.922,1756.504,6452413.114,1872187.691,11.5,4.5,2,45,0,2,,,,,,,1924,1934,102.45,2.28,us-101,-19.7,1.419955748,,1.865400118
1576,7825,833,1.11885E+12,19.279,863.509,6451712.375,1872795.998,15,7.4,2,30.74,-1.94,2,,,,,,,1573,1581,57.07,1.86,us-101,1573,7988,857,1.11885E+12,18.064,1468.791,6452169.106,1872398.809,14,6.9,2,23.5,0,2,,,,,,,1568,1576,72,3.06,us-101,7.24,1.501606922,,1.756407873
859,4187,708,1.11885E+12,18.074,377.418,6451350.698,1873122.03,15,6.9,2,17.9,4.27,2,,,,,,,852,866,54.11,3.02,us-101,852,4025,685,1.11885E+12,16.383,173.918,6451207.856,1873268.154,17,6.4,2,18.66,-10.88,2,,,,,,,847,859,35.23,1.89,us-101,-0.76,1.276461804,,1.733277534
1044,4559,517,1.11885E+12,17.356,385.684,6451353.183,1873120.626,16,5.9,2,33.77,-6.66,2,,,,,,,1038,1050,58.06,1.72,us-101,1038,2712,502,1.11885E+12,19.241,596.68,6451538.134,1872949.527,13,6.9,2,19.98,-0.24,2,,,,,,,1032,1043,54.8,2.74,us-101,13.79,1.541204691,,1.763877031
1217,5436,477,1.11885E+12,18.192,1876.451,6452471.796,1872133.922,13,5.4,2,50,0.03,2,,,,,,,1209,1219,72.71,1.45,us-101,1209,3499,473,1.11885E+12,20.323,1096.88,6451913.748,1872618.803,11,4,2,41.31,-5.22,2,,,,,,,1201,1215,76.16,1.84,us-101,8.69,1.707570176,,1.861594145
163,1028,981,1.11885E+12,18.467,781.741,6451651.499,1872850.586,15.5,7.9,2,29.46,6.27,2,,,,,,,159,168,67.29,2.28,us-101,159,1216,978,1.11885E+12,18.858,1320.667,6452056.961,1872495.516,15.5,5.9,2,26.36,-10.73,2,,,,,,,151,163,52.14,1.98,us-101,3.1,1.483729899,,1.827950528
1354,6393,1016,1.11885E+12,16.194,120.76,6451171.669,1873307.496,14.5,6.9,2,10,0,2,,,,,,,1350,1360,33.71,3.37,us-101,1350,7000,1020,1.11885E+12,19.375,1253.54,6452006.096,1872539.398,15,6.9,2,0,0,2,,,,,,,1341,1354,45.2,9999.99,us-101,10,1.041392685,,1.527758753
1102,5394,871,1.11885E+12,16.837,886.591,6451731.301,1872782.601,14.5,6.9,2,20.01,-0.38,2,,,,,,,1094,1109,70.88,3.54,us-101,1094,3099,613,1.11885E+12,21.083,1088.179,6451906.681,1872623.952,10,4.5,2,35,0,2,,,,,,,1088,1101,117.06,3.34,us-101,-14.99,1.322426052,,1.850523709
632,3262,795,1.11885E+12,19.307,807.755,6451670.492,1872832.793,17,5.9,2,39.48,6.34,2,,,,,,,625,635,65.58,1.66,us-101,625,2688,963,1.11885E+12,18.191,407.108,6451368.58,1873105.108,13,5.4,2,24.99,0.52,2,,,,,,,618,629,42.65,1.71,us-101,14.49,1.607240504,,1.816771412
1895,7441,926,1.11885E+12,18.13,1064.603,6451860.478,1872668.118,14,5.9,2,27.76,3.09,2,,,,,,,1889,1903,50.72,1.83,us-101,1889,7314,936,1.11885E+12,16.764,949.338,6451774.423,1872744.772,18,6.4,2,1.58,-6.33,2,,,,,,,1881,1895,22.44,14.2,us-101,26.18,1.458788882,,1.705179245
639,3576,767,1.11885E+12,16.703,1580.723,6452254.057,1872325.909,15,7.4,2,14.81,-2.03,2,,,,,,,632,642,52.13,3.52,us-101,632,3262,795,1.11885E+12,19.307,807.755,6451670.492,1872832.793,17,5.9,2,39.48,6.34,2,,,,,,,625,635,65.58,1.66,us-101,-24.67,1.19893187,,1.717087725
236,1647,519,1.11885E+12,18.962,1620.157,6452278.299,1872301.89,16.5,6.9,2,46.31,-4.09,2,,,,,,,232,243,100.52,2.17,us-101,232,1522,513,1.11885E+12,20.299,1102.951,6451887.967,1872641.294,16,7.9,2,50,0,2,,,,,,,224,236,101.04,2.02,us-101,-3.69,1.674952948,,2.00225248
483,2226,1063,1.11885E+12,17.8,304.953,6451294.826,1873176.411,15,5.4,2,14.67,0,2,,,,,,,478,495,49.18,3.35,us-101,478,2742,1097,1.11885E+12,18.419,1227.652,6451983.148,1872560.777,17,6.9,2,12.12,-4.4,2,,,,,,,475,492,35.54,2.93,us-101,2.55,1.195068996,,1.691788524
942,4167,667,1.11885E+12,17.522,351.054,6451328.16,1873144.58,16,6.4,2,19.96,5.66,2,,,,,,,918,948,147.06,7.37,us-101,918,4462,603,1.11885E+12,19.141,1788.749,6452404.912,1872190.496,14.5,5.9,2,55.3,3.12,2,,,,,,,912,920,101.68,1.84,us-101,-35.34,1.321391278,,2.167494562
354,1923,1013,1.11885E+12,19.935,715.565,6451600.803,1872893.14,12.5,7,2,24.49,0.07,2,,,,,,,350,363,65.7,2.68,us-101,350,2039,992,1.11885E+12,17.052,908.643,6451747.726,1872767.866,15,6.4,2,2.5,0,2,,,,,,,345,354,19.48,7.79,us-101,21.99,1.406369835,,1.81756537
1966,7043,948,1.11885E+12,17.104,254.421,6451259.031,1873213.054,14.5,5.4,2,32.83,-1.76,2,,,,,,,1953,1980,48.86,1.49,us-101,1953,7041,944,1.11885E+12,17.349,296.359,6451288.958,1873182.709,11.5,5,2,34.71,-0.99,2,,,,,,,1951,1966,67.67,1.95,us-101,-1.88,1.529301998,,1.688953463
1322,6665,1113,1.11885E+12,17.446,996.975,6451814.077,1872709.398,14.5,5.9,2,30,0.13,2,,,,,,,1319,1329,57.97,1.93,us-101,1319,6764,1127,1.11885E+12,18.707,1315.832,6452053.415,1872498.823,14.5,6.9,2,11.75,0,2,,,,,,,1314,1322,32.61,2.78,us-101,18.25,1.491361694,,1.7632033
1227,5295,507,1.11885E+12,18.522,1143.956,6451920.059,1872615.694,15.5,5.4,2,40.59,-4.75,2,,,,,,,1221,1235,56.52,1.39,us-101,1221,5379,505,1.11885E+12,20.264,1516.383,6452199.279,1872369.343,13.5,3.9,2,37.55,-9.15,2,,,,,,,1219,1227,50.61,1.35,us-101,3.04,1.61898892,,1.752202153
364,2369,996,1.11885E+12,19.379,1672.785,6452321.976,1872263.477,12.5,6.5,2,50.09,4.41,2,,,,,,,363,370,83.24,1.66,us-101,363,1756,998,1.11885E+12,18.369,419.773,6451381.82,1873092.664,16,6.9,2,19.63,0,2,,,,,,,354,364,73.3,3.73,us-101,30.46,1.708335903,,1.920332072
2768,8414,827,1.11885E+12,16.975,897.784,6451765.726,1872752.135,13,4.9,2,9.47,6.27,2,,,,,,,2761,2780,50.9,5.37,us-101,2761,8382,797,1.11885E+12,20.073,916.686,6451777.996,1872737.281,11.5,6,2,10,0.02,2,,,,,,,2755,2768,26,2.6,us-101,-0.53,1.019946682,,1.706717782
642,3714,762,1.11885E+12,17.277,1880.015,6452479.236,1872128.653,16.5,6.9,2,33.36,8.34,2,,,,,,,639,646,69.03,2.07,us-101,639,3576,767,1.11885E+12,16.703,1580.723,6452254.057,1872325.909,15,7.4,2,14.81,-2.03,2,,,,,,,632,642,52.13,3.52,us-101,18.55,1.536053155,,1.839037873
472,2243,792,1.11885E+12,16.632,198.945,6451224.706,1873249.675,14.5,6.9,2,19.58,-0.96,2,,,,,,,466,477,49.2,2.51,us-101,466,2620,779,1.11885E+12,18.132,879.6,6451725.21,1872786.235,17.5,6.4,2,20.76,-8.21,2,,,,,,,458,472,100.39,4.84,us-101,-1.18,1.31344537,,1.691965103
2264,8264,727,1.11885E+12,16.67,263.272,6451265.482,1873206.941,16.5,7.4,2,30.01,0.56,2,,,,,,,2241,2261,98.47,3.28,us-101,2241,8225,658,1.11885E+12,16.985,259.666,6451262.752,1873209.339,15.5,5.9,2,31.23,-0.33,2,,,,,,,2233,2264,38.7,1.24,us-101,-1.22,1.491501766,,1.993303938
1992,5909,581,1.11885E+12,19.594,793.296,6451685.543,1872819.181,10,5.5,2,29.12,-0.84,2,,,,,,,1985,1998,49.02,1.68,us-101,1985,5896,580,1.11885E+12,16.579,807.463,6451698.17,1872812.09,11,7,2,30.02,0.74,2,,,,,,,1980,1992,51.84,1.73,us-101,-0.9,1.478854968,,1.690373307
2930,8726,796,1.11885E+12,18.944,361.341,6451364.02,1873108.286,18.5,7.4,2,19.63,4.32,2,,,,,,,2925,2939,45.48,2.32,us-101,2925,8425,804,1.11885E+12,18.152,118.096,6451192.21,1873282.376,16,5.4,2,10,0,2,,,,,,,2916,2930,45.09,4.51,us-101,9.63,1.314499228,,1.657820456
438,2551,858,1.11885E+12,18.795,1010.6,6451823.468,1872699.447,18.5,6.9,2,28.24,-2.44,2,,,,,,,435,443,61.01,2.16,us-101,435,2757,872,1.11885E+12,19.37,1931.171,6452516.673,1872093.354,15,6.4,2,46.45,4.16,2,,,,,,,432,438,144.91,3.12,us-101,-18.21,1.465977368,,1.785401025
2054,7327,1023,1.11885E+12,17.809,138.228,6451178.742,1873297.358,15,6.4,2,9.19,0,2,,,,,,,2042,2062,38.24,4.16,us-101,2042,8163,1018,1.11885E+12,19.023,1896.901,6452486.655,1872119.873,17,7.4,2,29.93,-1.61,2,,,,,,,2039,2054,87.84,2.93,us-101,-20.74,1.008174184,,1.582517884
1533,6424,810,1.11885E+12,18.512,1858.527,6452458.068,1872145.459,14,5.4,2,13.21,2.27,2,,,,,,,1525,1539,57.67,4.37,us-101,1525,6100,786,1.11885E+12,18.26,1008.985,6451818.459,1872704.51,13.5,6.4,2,29.2,-7.34,2,,,,,,,1515,1533,56.49,1.93,us-101,-15.99,1.152594078,,1.760949951
163,1532,981,1.11885E+12,19.162,1718.168,6452355.789,1872233.789,15.5,7.9,2,0,0,2,,,,,,,159,168,38.46,9999.99,us-101,159,1216,978,1.11885E+12,18.858,1320.667,6452056.961,1872495.516,15.5,5.9,2,26.36,-10.73,2,,,,,,,151,163,52.14,1.98,us-101,-26.36,0,,1.58500928
1476,7253,890,1.11885E+12,18.408,676.374,6451572.359,1872920.145,15.5,5.9,2,9.83,0,2,,,,,,,1469,1482,49.38,5.02,us-101,1469,7270,874,1.11885E+12,17.846,738.772,6451619.62,1872879.4,15,5.9,2,7.67,0,2,,,,,,,1462,1476,36.5,4.76,us-101,2.16,1.034628457,,1.693551086
2951,9150,414,1.11885E+12,23.476,1484.101,6452203.129,1872361.679,16,6.4,2,43.33,8.59,2,,,,,,,2954,2967,45.36,1.05,us-101,2954,8692,788,1.11885E+12,16.685,257.913,6451290.706,1873181.943,14.5,6.4,2,0,0,2,,,,,,,2948,2967,19.28,9999.99,us-101,43.33,1.646697731,,1.656673046
2967,9251,754,1.11885E+12,15.29,1925.503,6452541.502,1872077.645,15,7.4,2,59.93,0.23,2,,,,,,,2951,2978,53.47,0.89,us-101,2951,9150,414,1.11885E+12,23.476,1484.101,6452203.129,1872361.679,16,6.4,2,43.33,8.59,2,,,,,,,2954,2967,45.36,1.05,us-101,16.6,1.784831178,,1.728110184
1043,2903,527,1.11885E+12,18.653,1130.663,6451940.303,1872597.885,16,6.4,2,39.62,4.4,2,,,,,,,1038,1049,91.6,2.31,us-101,1038,2712,502,1.11885E+12,19.241,596.68,6451538.134,1872949.527,13,6.9,2,19.98,-0.24,2,,,,,,,1032,1043,54.8,2.74,us-101,19.64,1.608739919,,1.961895474
660,1637,454,1.11885E+12,17.201,237.28,6451275.54,1873195.884,17,6.4,2,28.78,10.37,2,,,,,,,648,669,49.17,1.71,us-101,648,1826,453,1.11885E+12,20.622,1107.677,6451921.686,1872611.492,21,7.4,2,55,0,2,,,,,,,645,660,63.22,1.15,us-101,-26.22,1.473924693,,1.691700208
350,2258,992,1.11885E+12,17.755,1554.726,6452233.841,1872342.288,15,6.4,2,44.98,0.25,2,,,,,,,345,352,75.61,1.68,us-101,345,1994,990,1.11885E+12,17.978,927.438,6451761.226,1872754.758,14,5.9,2,3.33,-8.25,2,,,,,,,341,350,28.57,8.58,us-101,41.65,1.662568967,,1.878579238
346,2287,807,1.11885E+12,19.593,1857.887,6452456.88,1872145.061,14.5,6.4,2,10,0,2,,,,,,,340,359,47.76,4.78,us-101,340,2329,786,1.11885E+12,17.114,1918.474,6452504.167,1872107.147,14,5.9,2,0,0,2,,,,,,,344,346,41.53,9999.99,us-101,10,1.041392685,,1.679064318
1436,7632,895,1.11885E+12,19.382,1990.751,6452562.103,1872054.807,14,5.9,2,33.89,0,2,,,,,,,1442,1443,83.8,2.47,us-101,1442,7640,812,1.11885E+12,17.715,2098.345,6452646.763,1871987.457,16,6.4,2,29.63,3.39,2,,,,,,,1431,1436,36.58,1.23,us-101,4.26,1.542700969,,1.923244019
891,2467,446,1.11885E+12,17.899,1446.627,6452178.667,1872390.62,14,5.4,2,51.2,2.49,2,,,,,,,883,897,82.37,1.61,us-101,883,4783,779,1.11885E+12,19.183,2012.195,6452578.774,1872040.932,15.5,7.4,2,23.47,-3.92,2,,,,,,,877,886,34.52,1.47,us-101,27.73,1.717670503,,1.915769066
1533,7829,891,1.11885E+12,19.093,1509.73,6452199.168,1872371,14,5.9,2,25,0,2,,,,,,,1525,1538,98.01,3.92,us-101,1525,6100,786,1.11885E+12,18.26,1008.985,6451818.459,1872704.51,13.5,6.4,2,29.2,-7.34,2,,,,,,,1515,1533,56.49,1.93,us-101,-4.2,1.414973348,,1.991270389
1384,6873,939,1.11885E+12,18.438,877.318,6451723.278,1872787.526,13.5,6.4,2,30.55,3.78,2,,,,,,,1379,1389,61.72,2.02,us-101,1379,7384,943,1.11885E+12,19.702,1882.766,6452479.717,1872125.017,16,7.4,2,35.75,0,2,,,,,,,1374,1384,77.17,2.16,us-101,-5.2,1.498999364,,1.790425917
1009,5197,854,1.11885E+12,16.038,1537.674,6452222.185,1872354.825,15,6.9,2,18.78,-1.43,2,,,,,,,1004,1014,55.29,2.94,us-101,1004,5101,851,1.11885E+12,16.664,1373.137,6452097.974,1872462.635,14.5,6.4,2,30,0,2,,,,,,,1003,1009,38.99,1.3,us-101,-11.22,1.296226287,,1.74264659
1180,6398,1154,1.11885E+12,21.517,2057.57,6452612.566,1872010.37,15,7.4,2,1.17,0,2,,,,,,,1177,1190,24.52,20.96,us-101,1177,6142,1151,1.11885E+12,16.569,1309.187,6452049.832,1872504.806,15.5,7.4,2,40,0.38,2,,,,,,,1172,1180,111.93,2.8,us-101,-38.83,0.336459734,,1.389520466
